id,Movie Name,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
6731,Happy-Go-Lucky (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6732,Religulous (2008),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6733,Outpost (2008),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6734,Are You Scared? (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6735,Son of Rambow (2007),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6736,Super High Me (2007),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6737,Outsourced (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6738,Baby Mama (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6739,Expelled: No Intelligence Allowed (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6740,Prom Night (2008),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6741,Iron Man (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6742,Made of Honor (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6743,Redbelt (2008),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6744,Taken (2008),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6745,Fall. The (2006),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6746,What Happens in Vegas... (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6747,American Pie Presents Beta House (American Pie 6: Beta House) (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,Bella (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6749,Chronicles of Narnia: Prince Caspian. The (2008),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6750,Shelter (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6751,Girl Next Door. The (2007),0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
6752,Indiana Jones and the Kingdom of the Crystal Skull (2008),1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6753,Nina's Heavenly Delights (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6754,Sex and the City (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6755,Strangers. The (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6756,Bigger. Stronger. Faster* (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6757,All the Boys Love Mandy Lane (2006),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6758,Kung Fu Panda (2008),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6759,Recount (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6760,Ex Drummer (2007),0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
6761,You Don't Mess with the Zohan (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,Stuck (2007),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6763,Protector. The (1985),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6764,Chaos Theory (2007),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6765,Boy A (2007),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6766,Spiral (2007),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6767,Happening. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6768,Incredible Hulk. The (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6769,Children of Huang Shi. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6770,WALL·E (2008),0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6771,Wanted (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6772,Hancock (2008),1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6773,Get Smart (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6774,Young People Fucking (a.k.a. YPF) (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,St. Trinian's (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6776,Futurama: The Beast with a Billion Backs (2008),1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6777,Kit Kittredge: An American Girl (2008),0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6778,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6779,Wackness. The (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6780,Strange Circus (Kimyô na sâkasu) (2005),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6781,Encounters at the End of the World (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6782,Zombie Strippers! (2008),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6783,Frosty the Snowman (1969),0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6784,Battle for Haditha (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6785,Mamma Mia! (2008),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6786,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6787,Rogue (2007),1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6788,It's the Great Pumpkin. Charlie Brown (1966),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,Journey to the Center of the Earth (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6790,Meet Dave (2008),0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6791,Machine Girl. The (Kataude mashin gâru) (2008),1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
6792,Shrooms (2007),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6793,Transsiberian (2008),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6794,Stargate: Continuum (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6795,Watchmen (2009),1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
6796,Shotgun Stories (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6797,Watching the Detectives (2007),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6798,Felon (2008),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6799,Step Brothers (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,X-Files: I Want to Believe. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
6801,Man on Wire (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6802,Little Drummer Boy. The (1968),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6803,Hogfather (Terry Pratchett's Hogfather) (2006),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6804,Pathology (2008),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6805,Tracey Fragments. The (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6806,Zone. The (La Zona) (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6807,Edge of Love. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6808,Heart of a Dog (Sobachye serdtse) (1988),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6809,Mummy: Tomb of the Dragon Emperor. The (2008),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6810,Midnight Meat Train. The (2008),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6811,Frozen River (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6812,Vicky Cristina Barcelona (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6813,Batman: Gotham Knight (2008),1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6814,Walker. The (2007),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6815,Pineapple Express (2008),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6816,Red Cliff (Chi bi) (2008),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6817,Sisterhood of the Traveling Pants 2. The (2008),0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6818,Hell Ride (2008),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6819,High School Musical 2 (2007),0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
6820,Tropic Thunder (2008),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6821,Star Wars: The Clone Wars (2008),1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6822,Henry Poole is Here (2008),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6823,Mutant Chronicles (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6824,Waltz with Bashir (Vals im Bashir) (2008),0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6825,Let the Right One In (Låt den rätte komma in) (2008),0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
6826,Hamlet 2 (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6827,Death Race (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6828,House Bunny. The (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6829,Rocker. The (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,I.O.U.S.A. (a.k.a. IOUSA) (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6831,Mirrors (2008),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6832,Sukiyaki Western Django (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6833,Somers Town (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6834,Burn After Reading (2008),0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6835,Disaster Movie (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6836,Babylon A.D. (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6837,Traitor (2008),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6838,Onion Movie. The (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,Spirit. The (2008),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6840,John Adams (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6841,Bangkok Dangerous (2008),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6842,Sunflower (Xiang ri kui) (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6843,Altered (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6844,Righteous Kill (2008),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6845,Lakeview Terrace (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6846,Ghost Town (2008),0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6847,Crow. The: Wicked Prayer (2005),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6848,Appaloosa (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6849,Dead Fury (2008),1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6850,Eagle Eye (2008),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6851,How to Lose Friends & Alienate People (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6852,Nick and Norah's Infinite Playlist (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6853,Sound of the Mountain (Thunder of the Mountain. The) (Yama no oto) (1954),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6854,Gomorrah (Gomorra) (2008),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6855,Duchess. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6856,Alone in the Dark II (2008),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6857,FLCL (2000),0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6858,Rachel Getting Married (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6859,Body of Lies (2008),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6860,City of Ember (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6861,20.000 Leagues Under the Sea (1916),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6862,Max Payne (2008),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6863,Zack and Miri Make a Porno (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6864,W. (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6865,My Best Friend's Girl (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6866,Synecdoche. New York (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6867,Secret Life of Bees. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6868,American Carol. An (2008),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6869,Wave. The (Welle. Die) (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6870,Tokyo-Ga (1985),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6871,Angus. Thongs and Perfect Snogging (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6872,Pride and Glory (2008),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6873,Express. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6874,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6875,Babylon 5: The Lost Tales - Voices in the Dark (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6876,RocknRolla (2008),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6877,Futurama: Bender's Game (2008),1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6878,Tin Man (2007),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6879,Madagascar: Escape 2 Africa (2008),1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6880,Blindness (2008),0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
6881,Changeling (2008),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6882,Road. The (2009),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6883,Slumdog Millionaire (2008),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6884,Quantum of Solace (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6885,Role Models (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6886,Tokyo! (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6887,JCVD (2008),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6888,Cinderella (1997),0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
6889,Crows Zero (Kurôzu zero) (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6890,Krabat (2008),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6891,Camp Rock (2008),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6892,Farscape: The Peacekeeper Wars (2004),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6893,Saw V (2008),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6894,Sex Drive (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,The Island (2006),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6896,Beverly Hills Chihuahua (2008),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,Tattooed Life (Irezumi ichidai) (1965),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6898,Class. The (Entre les murs) (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6899,Splinter (2008),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6900,Australia (2008),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6901,Bolt (2008),1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,Milk (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6903,Twilight (2008),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
6904,Children. The (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6905,Transporter 3 (2008),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6906,Four Christmases (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,Boy in the Striped Pajamas. The (Boy in the Striped Pyjamas. The) (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6908,Fireproof (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6909,Igor (2008),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,Dinotopia (2002),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6911,Hunger (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6912,Punisher: War Zone (2008),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6913,Shrek the Halls (2007),0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6914,Pervert's Guide to Cinema. The (2006),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6915,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,Day the Earth Stood Still. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6917,Che: Part One (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6918,Che: Part Two (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6919,Doubt (2008),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6920,Gran Torino (2008),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6921,Frost/Nixon (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6922,Reader. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6923,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,Seven Pounds (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6925,Wrestler. The (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6926,Curious Case of Benjamin Button. The (2008),0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
6927,Yes Man (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,Valkyrie (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6929,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6930,War of the Worlds (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6931,Ben X (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6932,Bedtime Stories (2008),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,Choke (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6934,Revolutionary Road (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6935,Blackadder Back & Forth (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,Blackadder's Christmas Carol (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,Dear Zachary: A Letter to a Son About His Father (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6938,Wild Child (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6939,Defiance (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6940,Zeitgeist: Addendum (2008),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6941,Marley & Me (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6942,Ponyo (Gake no ue no Ponyo) (2008),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6943,General Died at Dawn. The (1936),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6944,Earthsea (Legend of Earthsea) (2004),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6945,Ip Man (2008),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6946,Tale of Despereaux. The (2008),0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6947,Bride Wars (2009),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6948,Gamers. The: Dorkness Rising (2008),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6949,Mesrine: Killer Instinct (L'instinct de mort) (2008),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6950,My Bloody Valentine 3-D (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6951,Battle in Seattle (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6952,Timecrimes (Cronocrímenes. Los) (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6953,Fire and Ice (2008),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6954,Underworld: Rise of the Lycans (2009),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
6955,Inkheart (2008),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6956,Revenge of the Nerds III: The Next Generation (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6957,Revenge of the Nerds IV: Nerds in Love (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6958,Paul Blart: Mall Cop (2009),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6959,Notorious (2009),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6960,Uninvited. The (2009),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6961,Outlander (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6962,Eden Lake (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6963,Coraline (2009),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6964,Push (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6965,International. The (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6966,He's Just Not That Into You (2009),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6967,Dead Like Me: Life After Death (2009),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6968,Futurama: Into the Wild Green Yonder (2009),1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6969,Frontière(s) (2007),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6970,11th Hour. The (2007),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6971,Afro Samurai: Resurrection (2009),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,Departures (Okuribito) (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6973,My Name Is Bruce (2007),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6974,Funny People (2009),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6975,Berlin Calling (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6976,Nuremberg (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6977,Away We Go (2009),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6978,Divo. Il (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6979,Friday the 13th (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6980,Good. the Bad. the Weird. The (Joheunnom nabbeunnom isanghannom) (2008),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6981,Pink Panther 2. The (2009),0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6982,Rock-A-Doodle (1991),0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6983,Dr. Horrible's Sing-Along Blog (2008),0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
6984,Cottage. The (2008),0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
6985,I Love You. Man (2009),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,Dance of the Dead (2008),0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6987,Haunting in Connecticut. The (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6988,Duplicity (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
6989,Knowing (2009),1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
6990,Girl with the Dragon Tattoo. The (Män som hatar kvinnor) (2009),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6991,Sunshine Cleaning (2008),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6992,Kung Fu Panda: Secrets of the Furious Five (2008),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6993,Echelon Conspiracy (2009),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6994,Monsters vs. Aliens (2009),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
